individual_id,university_attended,income
37623,non-elite university,71411
37624,elite university,94559
37625,non-elite university,52755
37626,elite university,63756
37627,elite university,63872
37628,elite university,132547
37629,non-elite university,42282
37630,non-elite university,58601
37631,non-elite university,85987
37632,elite university,68645
37633,elite university,96330
37634,non-elite university,72743
37635,elite university,87983
37636,non-elite university,48440
37637,elite university,43914
37638,non-elite university,81195
37639,non-elite university,108177
37640,elite university,82688
37641,non-elite university,36144
37642,non-elite university,71732
37643,elite university,55401
37644,non-elite university,59822
37645,elite university,136669
37646,non-elite university,63082
37647,non-elite university,48677
37648,elite university,65934
37649,non-elite university,50771
37650,elite university,65188
37651,non-elite university,79086
37652,non-elite university,99689
37653,elite university,66350
37654,non-elite university,54254
37655,non-elite university,83230
37656,elite university,47608
37657,non-elite university,65093
37658,non-elite university,43628
37659,non-elite university,103785
37660,elite university,45992
37661,elite university,54157
37662,elite university,66773
37663,elite university,54765
37664,non-elite university,58773
37665,non-elite university,75402
37666,non-elite university,44315
37667,elite university,72301
37668,elite university,78764
37669,non-elite university,51948
37670,non-elite university,52890
37671,elite university,63566
37672,non-elite university,58027
37673,non-elite university,51502
37674,non-elite university,40508
37675,non-elite university,27299
37676,elite university,76398
37677,elite university,60340
37678,elite university,71075
37679,non-elite university,62494
37680,elite university,105293
37681,non-elite university,52477
37682,non-elite university,33444
37683,non-elite university,45299
37684,non-elite university,40282
37685,non-elite university,55389
37686,non-elite university,74539
37687,elite university,93109
37688,elite university,65201
37689,elite university,58859
37690,non-elite university,51964
37691,elite university,90255
37692,non-elite university,47591
37693,elite university,95103
37694,elite university,70237
37695,elite university,53003
37696,elite university,127169
37697,elite university,53631
37698,non-elite university,20811
37699,non-elite university,161099
37700,elite university,112987
37701,non-elite university,35119
37702,non-elite university,56191
37703,elite university,83078
37704,elite university,72544
37705,elite university,89102
37706,elite university,47653
37707,elite university,54100
37708,elite university,51245
37709,elite university,97601
37710,elite university,79156
37711,elite university,31938
37712,non-elite university,99938
37713,non-elite university,67088
37714,elite university,76033
37715,elite university,64141
37716,non-elite university,90647
37717,elite university,73663
37718,non-elite university,33945
37719,non-elite university,55958
37720,elite university,65724
37721,elite university,41456
37722,elite university,105188
37723,elite university,103442
37724,non-elite university,35697
37725,non-elite university,48251
37726,elite university,41134
37727,non-elite university,56503
37728,non-elite university,38466
37729,elite university,100733
37730,elite university,105775
37731,non-elite university,102713
37732,elite university,70558
37733,elite university,119857
37734,non-elite university,138368
37735,non-elite university,72539
37736,elite university,106363
37737,elite university,51960
37738,non-elite university,83969
37739,non-elite university,94185
37740,non-elite university,46331
37741,non-elite university,76962
37742,non-elite university,64122
37743,non-elite university,89898
37744,elite university,79456
37745,elite university,70016
37746,elite university,69927
37747,elite university,52633
37748,elite university,60059
37749,non-elite university,175808
37750,non-elite university,69011
37751,elite university,87890
37752,elite university,60554
37753,non-elite university,87685
37754,non-elite university,90398
37755,elite university,146086
37756,non-elite university,25782
37757,non-elite university,61202
37758,elite university,44233
37759,non-elite university,60899
37760,non-elite university,76484
37761,non-elite university,49781
37762,elite university,76624
37763,non-elite university,38897
37764,elite university,60232
37765,elite university,80689
37766,elite university,56814
37767,non-elite university,42877
37768,elite university,79293
37769,non-elite university,40267
37770,non-elite university,70923
37771,non-elite university,84315
37772,non-elite university,69201
37773,elite university,109633
37774,elite university,71729
37775,non-elite university,176684
37776,non-elite university,69812
37777,non-elite university,79893
37778,elite university,57488
37779,elite university,101168
37780,elite university,72478
37781,elite university,83926
37782,non-elite university,52897
37783,non-elite university,74588
37784,elite university,53961
37785,non-elite university,51654
37786,elite university,42257
37787,non-elite university,105124
37788,non-elite university,56769
37789,elite university,68404
37790,elite university,75561
37791,elite university,98489
37792,non-elite university,53923
37793,elite university,50460
37794,non-elite university,86242
37795,non-elite university,75258
37796,non-elite university,70655
37797,elite university,53962
37798,non-elite university,76228
37799,non-elite university,47347
37800,non-elite university,33290
37801,non-elite university,60211
37802,elite university,51238
37803,elite university,89719
37804,elite university,66498
37805,non-elite university,59132
37806,elite university,68099
37807,non-elite university,65172
37808,elite university,80766
37809,elite university,63856
37810,elite university,84745
37811,elite university,78985
37812,non-elite university,85787
37813,non-elite university,91412
37814,non-elite university,37438
37815,non-elite university,58421
37816,non-elite university,86327
37817,elite university,72008
37818,elite university,45772
37819,non-elite university,89266
37820,non-elite university,117590
37821,elite university,57322
37822,non-elite university,71910
37823,non-elite university,50043
37824,elite university,43157
37825,elite university,118409
37826,non-elite university,79551
37827,elite university,119172
37828,elite university,92770
37829,elite university,95492
37830,non-elite university,78755
37831,elite university,48888
37832,elite university,123086
37833,elite university,39699
37834,non-elite university,52949
37835,non-elite university,52276
37836,elite university,51098
37837,elite university,73650
37838,non-elite university,68936
37839,non-elite university,48884
37840,elite university,34892
37841,non-elite university,43952
37842,non-elite university,73297
37843,non-elite university,70673
37844,non-elite university,52461
37845,non-elite university,34076
37846,non-elite university,61433
37847,non-elite university,131106
37848,elite university,67631
37849,non-elite university,108920
37850,non-elite university,78342
37851,elite university,114280
37852,elite university,149349
37853,non-elite university,71033
37854,non-elite university,53805
37855,elite university,130534
37856,non-elite university,77311
37857,non-elite university,69328
37858,elite university,48279
37859,non-elite university,64918
37860,elite university,58515
37861,elite university,76230
37862,non-elite university,32757
37863,non-elite university,48761
37864,elite university,94678
37865,elite university,120828
37866,elite university,101213
37867,elite university,55891
37868,non-elite university,36330
37869,elite university,70757
37870,elite university,76788
37871,non-elite university,45913
37872,elite university,60828
37873,elite university,62549
37874,elite university,88260
37875,elite university,35836
37876,elite university,29053
37877,elite university,94347
37878,elite university,124770
37879,elite university,64364
37880,elite university,63528
37881,elite university,59186
37882,elite university,46996
37883,non-elite university,68325
37884,non-elite university,41987
37885,elite university,65135
37886,non-elite university,88537
37887,elite university,40622
37888,non-elite university,45198
37889,elite university,42171
37890,elite university,64523
37891,non-elite university,71942
37892,elite university,104750
37893,non-elite university,55550
37894,non-elite university,43699
37895,non-elite university,56452
37896,elite university,54253
37897,non-elite university,49637
37898,elite university,59122
37899,elite university,32327
37900,elite university,41254
37901,non-elite university,69424
37902,non-elite university,31605
37903,elite university,97285
37904,non-elite university,39855
37905,elite university,57075
37906,elite university,152202
37907,non-elite university,112956
37908,non-elite university,108130
37909,elite university,79153
37910,non-elite university,45997
37911,non-elite university,41799
37912,elite university,52926
37913,non-elite university,67583
37914,non-elite university,81387
37915,non-elite university,94141
37916,elite university,95354
37917,elite university,53427
37918,non-elite university,58479
37919,non-elite university,62997
37920,elite university,48831
37921,elite university,83629
37922,elite university,104353
37923,elite university,22728
37924,elite university,80744
37925,elite university,104588
37926,non-elite university,124217
37927,elite university,81464
37928,elite university,89763
37929,non-elite university,38275
37930,elite university,48170
37931,elite university,45027
37932,non-elite university,111738
37933,elite university,69223
37934,elite university,119273
37935,elite university,63726
37936,non-elite university,65674
37937,elite university,62964
37938,non-elite university,67030
37939,non-elite university,30516
37940,non-elite university,37603
37941,elite university,94275
37942,elite university,66727
37943,elite university,55428
37944,non-elite university,53657
37945,elite university,101949
37946,non-elite university,30672
37947,elite university,104037
37948,elite university,102883
37949,non-elite university,63490
37950,non-elite university,50333
37951,non-elite university,43662
37952,non-elite university,46130
37953,elite university,69665
37954,elite university,96761
37955,non-elite university,55967
37956,elite university,69588
37957,non-elite university,60622
37958,non-elite university,59666
37959,non-elite university,60636
37960,elite university,122382
37961,non-elite university,76203
37962,non-elite university,65924
37963,elite university,49254
37964,elite university,51441
37965,non-elite university,65199
37966,elite university,74233
37967,elite university,72889
37968,non-elite university,31365
37969,elite university,93807
37970,elite university,62957
37971,elite university,63726
37972,elite university,75244
37973,non-elite university,76993
37974,non-elite university,84971
37975,elite university,85646
37976,elite university,42144
37977,elite university,76038
37978,elite university,41432
37979,elite university,74976
37980,elite university,64411
37981,non-elite university,72759
37982,non-elite university,94273
37983,elite university,57473
37984,non-elite university,86826
37985,non-elite university,60947
37986,elite university,96215
37987,non-elite university,37327
37988,non-elite university,85559
37989,non-elite university,75336
37990,non-elite university,47377
37991,non-elite university,39122
37992,elite university,82603
37993,elite university,67508
37994,elite university,79855
37995,non-elite university,37895
37996,non-elite university,50955
37997,elite university,104546
37998,elite university,81909
37999,elite university,70129
38000,elite university,78520
38001,non-elite university,62370
38002,non-elite university,68967
38003,elite university,112584
38004,non-elite university,43627
38005,non-elite university,58812
38006,elite university,80845
38007,non-elite university,49450
38008,non-elite university,62932
38009,non-elite university,43513
38010,non-elite university,72320
38011,elite university,59930
38012,non-elite university,61534
38013,non-elite university,104968
38014,elite university,76211
38015,non-elite university,51403
38016,non-elite university,93874
38017,elite university,48073
38018,elite university,78546
38019,elite university,74765
38020,non-elite university,63943
38021,non-elite university,86135
38022,elite university,67785
38023,elite university,84056
38024,elite university,109712
38025,non-elite university,56901
38026,non-elite university,45961
38027,elite university,64972
38028,non-elite university,34434
38029,non-elite university,57177
38030,non-elite university,63370
38031,non-elite university,53413
38032,elite university,103172
38033,elite university,121471
38034,elite university,33854
38035,elite university,58215
38036,non-elite university,82858
38037,elite university,99240
38038,non-elite university,35238
38039,elite university,66070
38040,non-elite university,36912
38041,non-elite university,33077
38042,elite university,43336
38043,non-elite university,61321
38044,non-elite university,139387
38045,elite university,111936
38046,non-elite university,110021
38047,non-elite university,37574
38048,elite university,59183
38049,elite university,44663
38050,non-elite university,113914
38051,non-elite university,54708
38052,elite university,107613
38053,elite university,50126
38054,non-elite university,43221
38055,non-elite university,54461
38056,elite university,50617
38057,non-elite university,62273
38058,non-elite university,57462
38059,elite university,57173
38060,non-elite university,49944
38061,non-elite university,59634
38062,non-elite university,82670
38063,non-elite university,41413
38064,non-elite university,64662
38065,elite university,104182
38066,non-elite university,37940
38067,non-elite university,35308
38068,non-elite university,47252
38069,elite university,82695
38070,non-elite university,103077
38071,non-elite university,103611
38072,non-elite university,65242
38073,non-elite university,66815
38074,non-elite university,42754
38075,non-elite university,55956
38076,non-elite university,83774
38077,non-elite university,83192
38078,non-elite university,67542
38079,elite university,116457
38080,non-elite university,36294
38081,elite university,65810
38082,elite university,59910
38083,non-elite university,46366
38084,elite university,97404
38085,non-elite university,33480
38086,elite university,54818
38087,elite university,32897
38088,non-elite university,62154
38089,elite university,41158
38090,elite university,102976
38091,elite university,87150
38092,elite university,56186
38093,elite university,89110
38094,non-elite university,27424
38095,elite university,34718
38096,elite university,48928
38097,elite university,52291
38098,non-elite university,45295
38099,elite university,84665
38100,non-elite university,54718
38101,elite university,51651
38102,elite university,52866
38103,non-elite university,125555
38104,elite university,53173
38105,non-elite university,36215
38106,elite university,96910
38107,elite university,127012
38108,non-elite university,46762
38109,non-elite university,89397
38110,elite university,86811
38111,non-elite university,96798
38112,non-elite university,44552
38113,elite university,54109
38114,elite university,79485
38115,elite university,62966
38116,non-elite university,71140
38117,elite university,61337
38118,non-elite university,67685
38119,elite university,66902
38120,non-elite university,58430
38121,elite university,53576
38122,non-elite university,32816
38123,elite university,59743
38124,non-elite university,60091
38125,non-elite university,53864
38126,non-elite university,71791
38127,elite university,82651
38128,non-elite university,59967
38129,elite university,103779
38130,non-elite university,80627
38131,elite university,116160
38132,non-elite university,52434
38133,non-elite university,34992
38134,non-elite university,36566
38135,elite university,66232
38136,non-elite university,51380
38137,non-elite university,64963
38138,non-elite university,31515
38139,elite university,38360
38140,non-elite university,39951
38141,non-elite university,51755
38142,elite university,53753
38143,elite university,54407
38144,non-elite university,84954
38145,non-elite university,35088
38146,non-elite university,89758
38147,non-elite university,58720
38148,non-elite university,58205
38149,elite university,26158
38150,non-elite university,60384
38151,elite university,95935
38152,elite university,84067
38153,elite university,60306
38154,non-elite university,41725
38155,non-elite university,114875
38156,elite university,81528
38157,elite university,107393
38158,non-elite university,43078
38159,elite university,104742
38160,non-elite university,59506
38161,non-elite university,44662
38162,non-elite university,60910
38163,non-elite university,67891
38164,non-elite university,60570
38165,non-elite university,37267
38166,non-elite university,26863
38167,elite university,76060
38168,non-elite university,36031
38169,non-elite university,41656
38170,elite university,56550
38171,non-elite university,51295
38172,elite university,78222
38173,non-elite university,64403
38174,non-elite university,46150
38175,elite university,77471
38176,non-elite university,45728
38177,non-elite university,49341
38178,non-elite university,51453
38179,elite university,82914
38180,non-elite university,98332
38181,non-elite university,51030
38182,elite university,102617
38183,elite university,70380
38184,elite university,87773
38185,non-elite university,66507
38186,non-elite university,66684
38187,non-elite university,73095
38188,non-elite university,49474
38189,elite university,46430
38190,non-elite university,39544
38191,non-elite university,58502
38192,elite university,57852
38193,elite university,155963
38194,non-elite university,105514
38195,non-elite university,69235
38196,non-elite university,42384
38197,elite university,100030
38198,non-elite university,38913
38199,elite university,145476
38200,non-elite university,50144
38201,elite university,51224
38202,elite university,47636
38203,non-elite university,33046
38204,elite university,99269
38205,non-elite university,55782
38206,non-elite university,39399
38207,non-elite university,68170
38208,non-elite university,37963
38209,non-elite university,32508
38210,elite university,63695
38211,elite university,51579
38212,elite university,71100
38213,elite university,83668
38214,non-elite university,55047
38215,non-elite university,74324
38216,elite university,52921
38217,non-elite university,73668
38218,elite university,58840
38219,elite university,81380
38220,elite university,119482
38221,elite university,57895
38222,non-elite university,62076
38223,elite university,68554
38224,non-elite university,80218
38225,non-elite university,63839
38226,elite university,60657
38227,elite university,67371
38228,elite university,50076
38229,elite university,59469
38230,elite university,87825
38231,elite university,86509
38232,elite university,64642
38233,non-elite university,60029
38234,non-elite university,140169
38235,elite university,30403
38236,elite university,33738
38237,elite university,58425
38238,elite university,88948
38239,non-elite university,48989
38240,non-elite university,145945
38241,elite university,85517
38242,elite university,74678
38243,elite university,141608
38244,non-elite university,38096
38245,non-elite university,65780
38246,elite university,60631
38247,elite university,48087
38248,non-elite university,70382
38249,elite university,85415
38250,elite university,74236
38251,non-elite university,66357
38252,non-elite university,36343
38253,elite university,68042
38254,non-elite university,28368
38255,non-elite university,60193
38256,non-elite university,69890
38257,elite university,86684
38258,non-elite university,95090
38259,non-elite university,64194
38260,elite university,75433
38261,non-elite university,106738
38262,non-elite university,84547
38263,non-elite university,49537
38264,non-elite university,73743
38265,non-elite university,61331
38266,elite university,80640
38267,non-elite university,38917
38268,non-elite university,84109
38269,elite university,69485
38270,non-elite university,78549
38271,elite university,97788
38272,non-elite university,55033
38273,elite university,56362
38274,non-elite university,37585
38275,non-elite university,94254
38276,non-elite university,73788
38277,non-elite university,118403
38278,elite university,70910
38279,non-elite university,74863
38280,non-elite university,49200
38281,elite university,57111
38282,elite university,93056
38283,elite university,55952
38284,elite university,56150
38285,elite university,115164
38286,elite university,59878
38287,elite university,91849
38288,non-elite university,64418
38289,elite university,105144
38290,non-elite university,80483
38291,elite university,57942
38292,non-elite university,60883
38293,non-elite university,40061
38294,elite university,80203
38295,non-elite university,39287
38296,elite university,117473
38297,elite university,57925
38298,elite university,54388
38299,non-elite university,77060
38300,non-elite university,100200
38301,elite university,35881
38302,non-elite university,39802
38303,elite university,45297
38304,non-elite university,76314
38305,non-elite university,75745
38306,non-elite university,62634
38307,non-elite university,37259
38308,non-elite university,39208
38309,non-elite university,33933
38310,non-elite university,27722
38311,elite university,86642
38312,non-elite university,56028
38313,elite university,46134
38314,non-elite university,73658
38315,non-elite university,44873
38316,non-elite university,54424
38317,elite university,66363
38318,non-elite university,93504
38319,elite university,66762
38320,non-elite university,31910
38321,elite university,99711
38322,non-elite university,57721
38323,non-elite university,102152
38324,non-elite university,60445
38325,elite university,71599
38326,non-elite university,70868
38327,non-elite university,43956
38328,non-elite university,42070
38329,non-elite university,35319
38330,elite university,94449
38331,elite university,77005
38332,non-elite university,32070
38333,elite university,95268
38334,elite university,35421
38335,elite university,59963
38336,non-elite university,40054
38337,non-elite university,48858
38338,elite university,48222
38339,non-elite university,44148
38340,elite university,67886
38341,elite university,42122
38342,non-elite university,60074
38343,elite university,77383
38344,elite university,47210
38345,elite university,100112
38346,non-elite university,38677
38347,non-elite university,65382
38348,non-elite university,49939
38349,elite university,120585
38350,non-elite university,58960
38351,elite university,72263
38352,non-elite university,49298
38353,elite university,44636
38354,non-elite university,72348
38355,non-elite university,35175
38356,elite university,90741
38357,elite university,63700
38358,non-elite university,50497
38359,non-elite university,41319
38360,elite university,49219
38361,non-elite university,95501
38362,non-elite university,29099
38363,non-elite university,43291
38364,non-elite university,87127
38365,elite university,48152
38366,elite university,63314
38367,elite university,57351
38368,non-elite university,59208
38369,non-elite university,71795
38370,elite university,55353
38371,elite university,64073
38372,elite university,91093
38373,elite university,167518
38374,non-elite university,61773
38375,elite university,76680
38376,elite university,63334
38377,elite university,49588
38378,non-elite university,50637
38379,elite university,63333
38380,elite university,67294
38381,elite university,88596
38382,non-elite university,75670
38383,non-elite university,71913
38384,elite university,108108
38385,non-elite university,33371
38386,non-elite university,100909
38387,elite university,55658
38388,elite university,47365
38389,non-elite university,52320
38390,non-elite university,58460
38391,non-elite university,64340
38392,elite university,65924
38393,elite university,96729
38394,non-elite university,67328
38395,non-elite university,50549
38396,elite university,58344
38397,non-elite university,54427
38398,elite university,128356
38399,non-elite university,39248
38400,elite university,81780
38401,elite university,127894
38402,elite university,53825
38403,non-elite university,59109
38404,non-elite university,54930
38405,non-elite university,35638
38406,elite university,89069
38407,non-elite university,43320
38408,elite university,77027
38409,elite university,110116
38410,elite university,51393
38411,elite university,52259
38412,non-elite university,38650
38413,non-elite university,107430
38414,non-elite university,24180
38415,non-elite university,76797
38416,non-elite university,52151
38417,non-elite university,108276
38418,non-elite university,46544
38419,elite university,35728
38420,elite university,43420
38421,elite university,105756
38422,non-elite university,54776
38423,non-elite university,43451
38424,non-elite university,45111
38425,non-elite university,68087
38426,elite university,77743
38427,non-elite university,56717
38428,non-elite university,65859
38429,elite university,59934
38430,non-elite university,40435
38431,non-elite university,88608
38432,elite university,73046
38433,non-elite university,41037
38434,non-elite university,94105
38435,non-elite university,140402
38436,non-elite university,93467
38437,elite university,101613
38438,non-elite university,35797
38439,elite university,79331
38440,elite university,75086
38441,non-elite university,69727
38442,non-elite university,37344
38443,non-elite university,29307
38444,elite university,81996
38445,elite university,38147
38446,non-elite university,60118
38447,elite university,46579
38448,non-elite university,69539
38449,elite university,37268
38450,non-elite university,65615
38451,elite university,58215
38452,non-elite university,30440
38453,non-elite university,40803
38454,non-elite university,31199
38455,elite university,69335
38456,non-elite university,40864
38457,non-elite university,67587
38458,elite university,36972
38459,elite university,196560
38460,non-elite university,100295
38461,non-elite university,35691
38462,non-elite university,70089
38463,non-elite university,57096
38464,elite university,38708
38465,elite university,122927
38466,non-elite university,102227
38467,non-elite university,44853
38468,non-elite university,51946
38469,non-elite university,72497
38470,non-elite university,76134
38471,non-elite university,83437
38472,non-elite university,81017
38473,non-elite university,41559
38474,non-elite university,67909
38475,elite university,60666
38476,non-elite university,68593
38477,elite university,66421
38478,elite university,116458
38479,elite university,81015
38480,elite university,116990
38481,elite university,82800
38482,non-elite university,100511
38483,elite university,46226
38484,non-elite university,54073
38485,non-elite university,51672
38486,elite university,54119
38487,non-elite university,126946
38488,non-elite university,35186
38489,non-elite university,58914
38490,non-elite university,51932
38491,non-elite university,73748
38492,elite university,46006
38493,non-elite university,54614
38494,non-elite university,40508
38495,non-elite university,40022
38496,non-elite university,80405
38497,non-elite university,54252
38498,elite university,117010
38499,elite university,66847
38500,elite university,91357
38501,elite university,48645
38502,elite university,63290
38503,elite university,83429
38504,elite university,51446
38505,elite university,113978
38506,elite university,73475
38507,non-elite university,67657
38508,elite university,57165
38509,non-elite university,72627
38510,elite university,53015
38511,non-elite university,64686
38512,non-elite university,63303
38513,elite university,55093
38514,non-elite university,37899
38515,elite university,63212
38516,non-elite university,44441
38517,elite university,56627
38518,elite university,50480
38519,non-elite university,99833
38520,non-elite university,29566
38521,elite university,130522
38522,non-elite university,117229
38523,elite university,81817
38524,non-elite university,94790
38525,non-elite university,38423
38526,elite university,105562
38527,elite university,41229
38528,non-elite university,54644
38529,non-elite university,35356
38530,non-elite university,106735
38531,non-elite university,89341
38532,elite university,80857
38533,non-elite university,60044
38534,non-elite university,85232
38535,non-elite university,68856
38536,elite university,78170
38537,elite university,89095
38538,non-elite university,126085
38539,non-elite university,77101
38540,elite university,91638
38541,non-elite university,39017
38542,non-elite university,71175
38543,elite university,101571
38544,elite university,74929
38545,non-elite university,41909
38546,non-elite university,71304
38547,non-elite university,62552
38548,elite university,73191
38549,elite university,58069
38550,elite university,47935
38551,non-elite university,63084
38552,non-elite university,70444
38553,elite university,78503
38554,non-elite university,104268
38555,non-elite university,52738
38556,non-elite university,64010
38557,non-elite university,32315
38558,elite university,68266
38559,non-elite university,47555
38560,non-elite university,21633
38561,non-elite university,55972
38562,non-elite university,53885
38563,non-elite university,81224
38564,non-elite university,43650
38565,elite university,52895
38566,elite university,87838
38567,elite university,99658
38568,elite university,72137
38569,non-elite university,42355
38570,elite university,147991
38571,elite university,57559
38572,non-elite university,30948
38573,elite university,73715
38574,elite university,72181
38575,non-elite university,61426
38576,non-elite university,75560
38577,non-elite university,63634
38578,non-elite university,50080
38579,elite university,66301
38580,elite university,54348
38581,non-elite university,73529
38582,elite university,60533
38583,non-elite university,68262
38584,elite university,71248
38585,elite university,107871
38586,non-elite university,38659
38587,elite university,72007
38588,non-elite university,53869
38589,elite university,75692
38590,elite university,44404
38591,elite university,73634
38592,elite university,36958
38593,elite university,118995
38594,elite university,56833
38595,non-elite university,96864
38596,elite university,88770
38597,elite university,49123
38598,elite university,104393
38599,elite university,44913
38600,non-elite university,84967
38601,elite university,85554
38602,non-elite university,43730
38603,non-elite university,59659
38604,non-elite university,71070
38605,non-elite university,68797
38606,non-elite university,102842
38607,elite university,51103
38608,non-elite university,56171
38609,elite university,79268
38610,elite university,43950
38611,elite university,42072
38612,non-elite university,57887
38613,elite university,77392
38614,non-elite university,55810
38615,non-elite university,54440
38616,non-elite university,96441
38617,elite university,37264
38618,non-elite university,66891
38619,non-elite university,60162
38620,non-elite university,77859
38621,non-elite university,71868
38622,non-elite university,61835
38623,elite university,54828
38624,non-elite university,75163
38625,non-elite university,42749
38626,non-elite university,87537
38627,non-elite university,43240
38628,non-elite university,36818
38629,elite university,90964
38630,elite university,94836
38631,non-elite university,52713
38632,elite university,72537
38633,elite university,70575
38634,non-elite university,30400
38635,elite university,69703
38636,non-elite university,53839
38637,elite university,80720
38638,non-elite university,120907
38639,elite university,71426
38640,non-elite university,82508
38641,elite university,79336
38642,non-elite university,97619
38643,elite university,92719
38644,non-elite university,42029
38645,non-elite university,59705
38646,elite university,60436
38647,non-elite university,88042
38648,elite university,102420
38649,elite university,66813
38650,elite university,115436
38651,non-elite university,75414
38652,elite university,72099
38653,elite university,78944
38654,elite university,78238
38655,elite university,131948
38656,elite university,94755
38657,non-elite university,45673
38658,non-elite university,62309
38659,non-elite university,98682
38660,non-elite university,28598
38661,elite university,65842
38662,elite university,83331
38663,elite university,78749
38664,elite university,88273
38665,elite university,87436
38666,elite university,73943
38667,elite university,41368
38668,elite university,60910
38669,non-elite university,44395
38670,non-elite university,42451
38671,non-elite university,54500
38672,elite university,99105
38673,elite university,56867
38674,elite university,49970
38675,non-elite university,32699
38676,elite university,44642
38677,elite university,60319
38678,elite university,53065
38679,non-elite university,80620
38680,elite university,85526
38681,elite university,92370
38682,elite university,31826
38683,non-elite university,60354
38684,non-elite university,50484
38685,non-elite university,57735
38686,elite university,46711
38687,non-elite university,53025
38688,elite university,92040
38689,elite university,64745
38690,non-elite university,65602
38691,elite university,46205
38692,non-elite university,47678
38693,non-elite university,56349
38694,elite university,65386
38695,elite university,48922
38696,elite university,74104
38697,elite university,97671
38698,non-elite university,49692
38699,elite university,48392
38700,non-elite university,59924
38701,non-elite university,65422
38702,non-elite university,77756
38703,non-elite university,49238
38704,elite university,65885
38705,elite university,42507
38706,non-elite university,41880
38707,non-elite university,102602
38708,non-elite university,53778
38709,non-elite university,101333
38710,non-elite university,40581
38711,elite university,95575
38712,elite university,61928
38713,non-elite university,139758
38714,non-elite university,133878
38715,elite university,66497
38716,elite university,45007
38717,non-elite university,57497
38718,elite university,32788
38719,non-elite university,58023
38720,non-elite university,53853
38721,elite university,61881
38722,elite university,58298
38723,non-elite university,29166
38724,elite university,37650
38725,non-elite university,51995
38726,elite university,45620
38727,elite university,38635
38728,elite university,88121
38729,elite university,59368
38730,non-elite university,69518
38731,elite university,76402
38732,non-elite university,61323
38733,non-elite university,102798
38734,elite university,85949
38735,non-elite university,62901
38736,elite university,73437
38737,elite university,87553
38738,non-elite university,74291
38739,non-elite university,41437
38740,non-elite university,87066
38741,non-elite university,40985
38742,elite university,54078
38743,elite university,94201
38744,non-elite university,87380
38745,non-elite university,81468
38746,non-elite university,86607
38747,elite university,103826
38748,non-elite university,51506
38749,elite university,101323
38750,elite university,74065
38751,non-elite university,43354
38752,non-elite university,72184
38753,elite university,67921
38754,non-elite university,73943
38755,elite university,91713
38756,non-elite university,48912
38757,elite university,64119
38758,elite university,83534
38759,non-elite university,45500
38760,elite university,75360
38761,non-elite university,81250
38762,elite university,56906
38763,elite university,64231
38764,elite university,51923
38765,non-elite university,52969
38766,elite university,78233
38767,non-elite university,60278
38768,non-elite university,54177
38769,non-elite university,62599
38770,elite university,61597
38771,non-elite university,59637
38772,non-elite university,55125
38773,non-elite university,63922
38774,non-elite university,112295
38775,elite university,76137
38776,elite university,80516
38777,non-elite university,71890
38778,non-elite university,51756
38779,elite university,83613
38780,elite university,60648
38781,elite university,112627
38782,non-elite university,56347
38783,non-elite university,38884
38784,non-elite university,46878
38785,elite university,90161
38786,non-elite university,50932
38787,elite university,105187
38788,elite university,61597
38789,non-elite university,109576
38790,non-elite university,118021
38791,non-elite university,70810
38792,elite university,83392
38793,elite university,110668
38794,elite university,70107
38795,elite university,68854
38796,non-elite university,61601
38797,non-elite university,87918
38798,elite university,92288
38799,non-elite university,61929
38800,elite university,31527
38801,elite university,83368
38802,non-elite university,56885
38803,elite university,117760
38804,non-elite university,42860
38805,non-elite university,46122
38806,non-elite university,74588
38807,elite university,107063
38808,elite university,45382
38809,non-elite university,35358
38810,non-elite university,49729
38811,non-elite university,53332
38812,elite university,66127
38813,elite university,63104
38814,non-elite university,41585
38815,elite university,68783
38816,elite university,54973
38817,elite university,71040
38818,elite university,71744
38819,elite university,70889
38820,non-elite university,50131
38821,elite university,67196
38822,non-elite university,99861
38823,elite university,56554
38824,elite university,79836
38825,elite university,70685
38826,elite university,115809
38827,elite university,34986
38828,non-elite university,59022
38829,non-elite university,44377
38830,non-elite university,61487
38831,non-elite university,45600
38832,non-elite university,94289
38833,non-elite university,80434
38834,elite university,81461
38835,elite university,90735
38836,elite university,171233
38837,elite university,77615
38838,elite university,58005
38839,elite university,59558
38840,non-elite university,71285
38841,elite university,109345
38842,non-elite university,89388
38843,elite university,114232
38844,elite university,73779
38845,non-elite university,64737
38846,elite university,49254
38847,non-elite university,67011
38848,non-elite university,45980
38849,elite university,66669
38850,elite university,58472
38851,non-elite university,105565
38852,elite university,46461
38853,non-elite university,36150
38854,non-elite university,43163
38855,non-elite university,59932
38856,elite university,56243
38857,elite university,77166
38858,non-elite university,120530
38859,non-elite university,38133
38860,elite university,78850
38861,elite university,94891
38862,elite university,66691
38863,non-elite university,61666
38864,elite university,63667
38865,non-elite university,116190
38866,elite university,91009
38867,elite university,34593
38868,elite university,74322
38869,non-elite university,50601
38870,non-elite university,81361
38871,elite university,151603
38872,elite university,49475
38873,non-elite university,108232
38874,non-elite university,59030
38875,non-elite university,59000
38876,elite university,81756
38877,elite university,102074
38878,non-elite university,46319
38879,elite university,155282
38880,elite university,52001
38881,non-elite university,77980
38882,non-elite university,89614
38883,non-elite university,86731
38884,non-elite university,34195
38885,non-elite university,62357
38886,non-elite university,73915
38887,elite university,51914
38888,non-elite university,77486
38889,elite university,128527
