individual_id,university_attended,income_elite_university,income_non_elite_university
62497,non-elite university,61264,60264
62498,elite university,74772,73772
62499,elite university,76098,75098
62500,non-elite university,61042,60042
62501,non-elite university,65575,64575
62502,elite university,81862,80862
62503,elite university,53356,52356
62504,non-elite university,55468,54468
62505,non-elite university,79569,78569
62506,elite university,84740,83740
62507,elite university,59687,58687
62508,non-elite university,35276,34276
62509,elite university,75423,74423
62510,elite university,84607,83607
62511,non-elite university,65636,64636
62512,elite university,35562,34562
62513,non-elite university,92559,91559
62514,elite university,34651,33651
62515,elite university,91604,90604
62516,non-elite university,57341,56341
62517,elite university,104203,103203
62518,non-elite university,59082,58082
62519,non-elite university,54929,53929
62520,non-elite university,34240,33240
62521,non-elite university,83941,82941
62522,non-elite university,66957,65957
62523,elite university,59967,58967
62524,non-elite university,65939,64939
62525,elite university,126842,125842
62526,elite university,45013,44013
62527,elite university,60785,59785
62528,elite university,122524,121524
62529,elite university,74756,73756
62530,elite university,53861,52861
62531,non-elite university,53229,52229
62532,elite university,129368,128368
62533,non-elite university,45522,44522
62534,elite university,34531,33531
62535,elite university,51021,50021
62536,elite university,65182,64182
62537,elite university,86623,85623
62538,elite university,59379,58379
62539,elite university,108772,107772
62540,non-elite university,98631,97631
62541,elite university,90920,89920
62542,non-elite university,56723,55723
62543,elite university,62982,61982
62544,non-elite university,115845,114845
62545,non-elite university,49543,48543
62546,elite university,48694,47694
62547,elite university,55157,54157
62548,elite university,83805,82805
62549,elite university,71128,70128
62550,elite university,35073,34073
62551,elite university,92499,91499
62552,non-elite university,88857,87857
62553,elite university,106512,105512
62554,non-elite university,108645,107645
62555,elite university,32123,31123
62556,elite university,73772,72772
62557,elite university,67508,66508
62558,non-elite university,46032,45032
62559,elite university,102823,101823
62560,non-elite university,60902,59902
62561,elite university,74012,73012
62562,elite university,70740,69740
62563,non-elite university,87835,86835
62564,non-elite university,62264,61264
62565,elite university,61866,60866
62566,non-elite university,62389,61389
62567,non-elite university,109923,108923
62568,non-elite university,99070,98070
62569,non-elite university,119837,118837
62570,non-elite university,56697,55697
62571,non-elite university,58041,57041
62572,elite university,82899,81899
62573,elite university,61987,60987
62574,non-elite university,46065,45065
62575,non-elite university,55550,54550
62576,elite university,42309,41309
62577,elite university,65355,64355
62578,elite university,54580,53580
62579,non-elite university,128935,127935
62580,elite university,33619,32619
62581,non-elite university,119937,118937
62582,non-elite university,69660,68660
62583,non-elite university,55508,54508
62584,elite university,59620,58620
62585,elite university,95729,94729
62586,non-elite university,48248,47248
62587,elite university,47240,46240
62588,non-elite university,116663,115663
62589,non-elite university,49960,48960
62590,non-elite university,84297,83297
62591,elite university,85537,84537
62592,elite university,97974,96974
62593,non-elite university,67386,66386
62594,non-elite university,74260,73260
62595,non-elite university,52240,51240
62596,non-elite university,63405,62405
62597,elite university,120863,119863
62598,non-elite university,53013,52013
62599,non-elite university,43802,42802
62600,non-elite university,67363,66363
62601,elite university,121192,120192
62602,non-elite university,31420,30420
62603,elite university,74783,73783
62604,elite university,121590,120590
62605,non-elite university,59978,58978
62606,elite university,54213,53213
62607,elite university,89611,88611
62608,non-elite university,25879,24879
62609,elite university,82452,81452
62610,elite university,64983,63983
62611,elite university,78989,77989
62612,elite university,93270,92270
62613,elite university,108189,107189
62614,elite university,59975,58975
62615,non-elite university,55091,54091
62616,elite university,65958,64958
62617,elite university,77994,76994
62618,non-elite university,40505,39505
62619,non-elite university,75716,74716
62620,elite university,71274,70274
62621,elite university,80213,79213
62622,non-elite university,63146,62146
62623,non-elite university,82664,81664
62624,non-elite university,28131,27131
62625,elite university,83386,82386
62626,elite university,102237,101237
62627,non-elite university,62535,61535
62628,non-elite university,42857,41857
62629,elite university,40857,39857
62630,elite university,108556,107556
62631,non-elite university,48298,47298
62632,non-elite university,56471,55471
62633,elite university,61002,60002
62634,elite university,63879,62879
62635,non-elite university,69014,68014
62636,elite university,62596,61596
62637,elite university,51689,50689
62638,non-elite university,68824,67824
62639,non-elite university,53953,52953
62640,elite university,36986,35986
62641,non-elite university,55251,54251
62642,non-elite university,73142,72142
62643,elite university,60068,59068
62644,non-elite university,41661,40661
62645,elite university,50558,49558
62646,non-elite university,84267,83267
62647,non-elite university,51568,50568
62648,elite university,46515,45515
62649,elite university,92955,91955
62650,non-elite university,68428,67428
62651,elite university,70828,69828
62652,non-elite university,73294,72294
62653,non-elite university,85610,84610
62654,elite university,47273,46273
62655,elite university,42273,41273
62656,non-elite university,45604,44604
62657,elite university,47359,46359
62658,elite university,73500,72500
62659,non-elite university,48815,47815
62660,elite university,60211,59211
62661,non-elite university,36244,35244
62662,non-elite university,43836,42836
62663,non-elite university,55093,54093
62664,non-elite university,50929,49929
62665,non-elite university,47035,46035
62666,elite university,74959,73959
62667,elite university,62368,61368
62668,elite university,111162,110162
62669,non-elite university,53452,52452
62670,elite university,75870,74870
62671,non-elite university,42678,41678
62672,non-elite university,59300,58300
62673,elite university,78175,77175
62674,elite university,70004,69004
62675,elite university,70716,69716
62676,non-elite university,90634,89634
62677,elite university,73123,72123
62678,non-elite university,45939,44939
62679,non-elite university,59412,58412
62680,non-elite university,49700,48700
62681,elite university,77259,76259
62682,non-elite university,93300,92300
62683,non-elite university,62304,61304
62684,non-elite university,69331,68331
62685,non-elite university,87674,86674
62686,non-elite university,39372,38372
62687,elite university,138621,137621
62688,elite university,93473,92473
62689,elite university,152623,151623
62690,non-elite university,44636,43636
62691,non-elite university,65048,64048
62692,elite university,49003,48003
62693,elite university,65610,64610
62694,non-elite university,116856,115856
62695,elite university,68725,67725
62696,non-elite university,53529,52529
62697,elite university,71846,70846
62698,non-elite university,68207,67207
62699,non-elite university,55023,54023
62700,elite university,113555,112555
62701,elite university,80445,79445
62702,elite university,108994,107994
62703,elite university,92690,91690
62704,non-elite university,48900,47900
62705,non-elite university,43173,42173
62706,elite university,62215,61215
62707,non-elite university,62732,61732
62708,elite university,91077,90077
62709,non-elite university,171880,170880
62710,non-elite university,45881,44881
62711,non-elite university,58021,57021
62712,elite university,146674,145674
62713,elite university,88781,87781
62714,non-elite university,66884,65884
62715,elite university,68224,67224
62716,non-elite university,47976,46976
62717,non-elite university,125919,124919
62718,elite university,38902,37902
62719,elite university,104245,103245
62720,non-elite university,97184,96184
62721,non-elite university,63271,62271
62722,non-elite university,82683,81683
62723,elite university,111403,110403
62724,elite university,56394,55394
62725,elite university,71611,70611
62726,elite university,56287,55287
62727,elite university,88438,87438
62728,non-elite university,76317,75317
62729,non-elite university,32879,31879
62730,elite university,63094,62094
62731,non-elite university,66238,65238
62732,non-elite university,77576,76576
62733,elite university,59744,58744
62734,elite university,50793,49793
62735,elite university,83959,82959
62736,elite university,40611,39611
62737,non-elite university,84738,83738
62738,non-elite university,63739,62739
62739,non-elite university,59748,58748
62740,non-elite university,92757,91757
62741,elite university,58459,57459
62742,elite university,114196,113196
62743,elite university,57744,56744
62744,elite university,46992,45992
62745,elite university,56953,55953
62746,non-elite university,163880,162880
62747,non-elite university,55269,54269
62748,elite university,72254,71254
62749,elite university,65392,64392
62750,elite university,63285,62285
62751,non-elite university,58848,57848
62752,elite university,100709,99709
62753,non-elite university,76211,75211
62754,non-elite university,74585,73585
62755,elite university,80586,79586
62756,non-elite university,42090,41090
62757,elite university,69709,68709
62758,non-elite university,68667,67667
62759,elite university,92132,91132
62760,non-elite university,115910,114910
62761,non-elite university,100283,99283
62762,elite university,142916,141916
62763,elite university,115909,114909
62764,non-elite university,63730,62730
62765,elite university,80275,79275
62766,elite university,70002,69002
62767,non-elite university,34575,33575
62768,non-elite university,69877,68877
62769,elite university,76712,75712
62770,elite university,125009,124009
62771,non-elite university,98000,97000
62772,elite university,60236,59236
62773,elite university,73591,72591
62774,non-elite university,43152,42152
62775,elite university,39440,38440
62776,non-elite university,44532,43532
62777,elite university,64474,63474
62778,non-elite university,81364,80364
62779,non-elite university,56821,55821
62780,non-elite university,66805,65805
62781,elite university,69754,68754
62782,non-elite university,68419,67419
62783,non-elite university,76838,75838
62784,non-elite university,76752,75752
62785,non-elite university,79590,78590
62786,non-elite university,85861,84861
62787,non-elite university,53350,52350
62788,non-elite university,84329,83329
62789,non-elite university,60631,59631
62790,elite university,96393,95393
62791,non-elite university,72569,71569
62792,non-elite university,57282,56282
62793,elite university,88042,87042
62794,elite university,67436,66436
62795,non-elite university,86198,85198
62796,non-elite university,62051,61051
62797,non-elite university,43560,42560
62798,non-elite university,110898,109898
62799,non-elite university,99806,98806
62800,non-elite university,40013,39013
62801,non-elite university,88285,87285
62802,elite university,47672,46672
62803,non-elite university,70444,69444
62804,non-elite university,44571,43571
62805,non-elite university,48539,47539
62806,elite university,47662,46662
62807,elite university,115992,114992
62808,elite university,52682,51682
62809,elite university,60460,59460
62810,non-elite university,68434,67434
62811,non-elite university,61352,60352
62812,non-elite university,69056,68056
62813,non-elite university,64582,63582
62814,elite university,65279,64279
62815,elite university,55001,54001
62816,elite university,62673,61673
62817,elite university,59052,58052
62818,non-elite university,59956,58956
62819,non-elite university,50609,49609
62820,non-elite university,106099,105099
62821,non-elite university,38196,37196
62822,non-elite university,87028,86028
62823,elite university,60528,59528
62824,elite university,62542,61542
62825,elite university,99695,98695
62826,elite university,92909,91909
62827,non-elite university,103565,102565
62828,elite university,32062,31062
62829,non-elite university,46750,45750
62830,non-elite university,58960,57960
62831,non-elite university,55597,54597
62832,non-elite university,49074,48074
62833,elite university,40136,39136
62834,non-elite university,36553,35553
62835,elite university,36639,35639
62836,elite university,41111,40111
62837,elite university,83649,82649
62838,non-elite university,34857,33857
62839,non-elite university,47095,46095
62840,non-elite university,88029,87029
62841,elite university,98971,97971
62842,elite university,101850,100850
62843,non-elite university,137975,136975
62844,elite university,107000,106000
62845,non-elite university,104329,103329
62846,non-elite university,27526,26526
62847,non-elite university,53017,52017
62848,non-elite university,36281,35281
62849,elite university,55131,54131
62850,non-elite university,85348,84348
62851,elite university,49670,48670
62852,elite university,112499,111499
62853,non-elite university,98983,97983
62854,non-elite university,73095,72095
62855,non-elite university,58194,57194
62856,non-elite university,73280,72280
62857,non-elite university,96126,95126
62858,non-elite university,80777,79777
62859,elite university,82148,81148
62860,non-elite university,55586,54586
62861,non-elite university,101884,100884
62862,non-elite university,42198,41198
62863,elite university,88507,87507
62864,non-elite university,54403,53403
62865,elite university,84761,83761
62866,non-elite university,46801,45801
62867,non-elite university,54638,53638
62868,elite university,60095,59095
62869,non-elite university,122376,121376
62870,elite university,75428,74428
62871,elite university,49246,48246
62872,non-elite university,53330,52330
62873,non-elite university,49307,48307
62874,non-elite university,96767,95767
62875,elite university,55635,54635
62876,elite university,86211,85211
62877,non-elite university,73518,72518
62878,non-elite university,63281,62281
62879,non-elite university,62154,61154
62880,elite university,62105,61105
62881,non-elite university,76718,75718
62882,non-elite university,79632,78632
62883,elite university,71076,70076
62884,non-elite university,57696,56696
62885,non-elite university,37337,36337
62886,elite university,144098,143098
62887,elite university,69381,68381
62888,elite university,62417,61417
62889,non-elite university,39036,38036
62890,non-elite university,50043,49043
62891,non-elite university,78673,77673
62892,non-elite university,34163,33163
62893,non-elite university,39708,38708
62894,elite university,35855,34855
62895,elite university,93396,92396
62896,elite university,73534,72534
62897,non-elite university,76564,75564
62898,non-elite university,56739,55739
62899,non-elite university,65082,64082
62900,elite university,72003,71003
62901,non-elite university,76170,75170
62902,non-elite university,69539,68539
62903,elite university,44195,43195
62904,elite university,95065,94065
62905,elite university,63344,62344
62906,elite university,82328,81328
62907,elite university,73895,72895
62908,elite university,56570,55570
62909,elite university,79614,78614
62910,elite university,109208,108208
62911,elite university,120890,119890
62912,elite university,44778,43778
62913,non-elite university,38805,37805
62914,non-elite university,36120,35120
62915,non-elite university,46847,45847
62916,non-elite university,32038,31038
62917,non-elite university,66956,65956
62918,non-elite university,35031,34031
62919,elite university,72698,71698
62920,elite university,71871,70871
62921,non-elite university,59859,58859
62922,non-elite university,40135,39135
62923,non-elite university,51293,50293
62924,non-elite university,42513,41513
62925,elite university,79921,78921
62926,elite university,79665,78665
62927,elite university,36517,35517
62928,elite university,94958,93958
62929,non-elite university,69626,68626
62930,non-elite university,75170,74170
62931,elite university,84596,83596
62932,non-elite university,113679,112679
62933,non-elite university,53897,52897
62934,elite university,98302,97302
62935,non-elite university,53156,52156
62936,non-elite university,32762,31762
62937,non-elite university,64345,63345
62938,elite university,45045,44045
62939,non-elite university,72044,71044
62940,elite university,64969,63969
62941,elite university,62832,61832
62942,elite university,106759,105759
62943,elite university,70294,69294
62944,non-elite university,53708,52708
62945,elite university,93176,92176
62946,elite university,120795,119795
62947,non-elite university,79056,78056
62948,elite university,100076,99076
62949,elite university,47949,46949
62950,elite university,92117,91117
62951,elite university,39169,38169
62952,elite university,82384,81384
62953,non-elite university,50495,49495
62954,elite university,48263,47263
62955,elite university,53885,52885
62956,non-elite university,76826,75826
62957,non-elite university,93075,92075
62958,elite university,52253,51253
62959,non-elite university,48622,47622
62960,non-elite university,102316,101316
62961,elite university,30963,29963
62962,elite university,59690,58690
62963,elite university,39888,38888
62964,elite university,49068,48068
62965,non-elite university,47225,46225
62966,elite university,67361,66361
62967,non-elite university,70920,69920
62968,elite university,85684,84684
62969,non-elite university,37597,36597
62970,non-elite university,61923,60923
62971,non-elite university,67056,66056
62972,non-elite university,41465,40465
62973,non-elite university,55140,54140
62974,elite university,105180,104180
62975,elite university,65827,64827
62976,non-elite university,67503,66503
62977,elite university,38597,37597
62978,elite university,56689,55689
62979,non-elite university,81560,80560
62980,non-elite university,32080,31080
62981,elite university,59666,58666
62982,non-elite university,40669,39669
62983,non-elite university,79705,78705
62984,elite university,55304,54304
62985,non-elite university,94891,93891
62986,non-elite university,51952,50952
62987,non-elite university,28403,27403
62988,elite university,71649,70649
62989,non-elite university,56657,55657
62990,non-elite university,32115,31115
62991,non-elite university,63403,62403
62992,non-elite university,66953,65953
62993,elite university,94675,93675
62994,non-elite university,52386,51386
62995,non-elite university,57412,56412
62996,elite university,89513,88513
62997,non-elite university,93511,92511
62998,non-elite university,52300,51300
62999,non-elite university,70704,69704
63000,elite university,84449,83449
63001,elite university,88034,87034
63002,elite university,100232,99232
63003,non-elite university,53336,52336
63004,non-elite university,81226,80226
63005,non-elite university,93760,92760
63006,elite university,66040,65040
63007,non-elite university,67149,66149
63008,non-elite university,51614,50614
63009,elite university,69429,68429
63010,non-elite university,62307,61307
63011,non-elite university,100170,99170
63012,non-elite university,56420,55420
63013,non-elite university,116303,115303
63014,elite university,79192,78192
63015,elite university,141094,140094
63016,elite university,38582,37582
63017,non-elite university,69404,68404
63018,non-elite university,97942,96942
63019,non-elite university,35860,34860
63020,elite university,60954,59954
63021,elite university,79629,78629
63022,non-elite university,84159,83159
63023,non-elite university,50077,49077
63024,non-elite university,65686,64686
63025,elite university,111112,110112
63026,non-elite university,44775,43775
63027,non-elite university,50067,49067
63028,non-elite university,55358,54358
63029,non-elite university,121445,120445
63030,non-elite university,74458,73458
63031,non-elite university,38971,37971
63032,elite university,54767,53767
63033,elite university,93277,92277
63034,elite university,61977,60977
63035,elite university,44345,43345
63036,elite university,55526,54526
63037,non-elite university,48811,47811
63038,elite university,87824,86824
63039,non-elite university,81562,80562
63040,non-elite university,64498,63498
63041,non-elite university,100882,99882
63042,elite university,78742,77742
63043,non-elite university,33742,32742
63044,elite university,159623,158623
63045,non-elite university,43683,42683
63046,elite university,69605,68605
63047,non-elite university,55872,54872
63048,non-elite university,56972,55972
63049,non-elite university,71068,70068
63050,elite university,48292,47292
63051,non-elite university,119172,118172
63052,elite university,37642,36642
63053,non-elite university,71382,70382
63054,elite university,150364,149364
63055,elite university,84035,83035
63056,non-elite university,54909,53909
63057,elite university,37023,36023
63058,elite university,65468,64468
63059,non-elite university,70668,69668
63060,elite university,55437,54437
63061,elite university,43498,42498
63062,non-elite university,66773,65773
63063,elite university,61560,60560
63064,elite university,56797,55797
63065,elite university,93829,92829
63066,non-elite university,36633,35633
63067,elite university,86956,85956
63068,elite university,67986,66986
63069,elite university,76374,75374
63070,non-elite university,64876,63876
63071,non-elite university,69998,68998
63072,non-elite university,62236,61236
63073,non-elite university,47347,46347
63074,non-elite university,75696,74696
63075,elite university,65923,64923
63076,non-elite university,89019,88019
63077,non-elite university,61233,60233
63078,non-elite university,106636,105636
63079,elite university,68193,67193
63080,non-elite university,74673,73673
63081,non-elite university,112501,111501
63082,non-elite university,43547,42547
63083,non-elite university,31767,30767
63084,non-elite university,83477,82477
63085,non-elite university,84064,83064
63086,non-elite university,87553,86553
63087,elite university,33627,32627
63088,elite university,67048,66048
63089,elite university,46137,45137
63090,non-elite university,65997,64997
63091,elite university,79497,78497
63092,non-elite university,89496,88496
63093,non-elite university,54963,53963
63094,non-elite university,75473,74473
63095,non-elite university,71535,70535
63096,non-elite university,90462,89462
63097,elite university,62143,61143
63098,elite university,61047,60047
63099,non-elite university,65836,64836
63100,elite university,135919,134919
63101,elite university,111091,110091
63102,elite university,47499,46499
63103,elite university,133474,132474
63104,non-elite university,53014,52014
63105,non-elite university,101488,100488
63106,elite university,41777,40777
63107,elite university,114249,113249
63108,non-elite university,66968,65968
63109,elite university,58795,57795
63110,elite university,47910,46910
63111,non-elite university,78602,77602
63112,non-elite university,56938,55938
63113,elite university,83203,82203
63114,non-elite university,94003,93003
63115,elite university,64122,63122
63116,elite university,71520,70520
63117,non-elite university,36623,35623
63118,non-elite university,59152,58152
63119,non-elite university,131492,130492
63120,elite university,65423,64423
63121,non-elite university,100174,99174
63122,non-elite university,98376,97376
63123,elite university,56322,55322
63124,non-elite university,121259,120259
63125,elite university,152848,151848
63126,non-elite university,43787,42787
63127,elite university,67973,66973
63128,elite university,105661,104661
63129,elite university,44909,43909
63130,elite university,70390,69390
63131,elite university,44674,43674
63132,elite university,46837,45837
63133,elite university,106737,105737
63134,elite university,57423,56423
63135,non-elite university,65276,64276
63136,non-elite university,95226,94226
63137,elite university,97130,96130
63138,non-elite university,80419,79419
63139,non-elite university,45899,44899
63140,elite university,59396,58396
63141,non-elite university,58582,57582
63142,elite university,73184,72184
63143,non-elite university,84554,83554
63144,elite university,50928,49928
63145,elite university,157796,156796
63146,non-elite university,56918,55918
63147,non-elite university,41683,40683
63148,elite university,39996,38996
63149,non-elite university,103516,102516
63150,non-elite university,42114,41114
63151,elite university,72938,71938
63152,non-elite university,44300,43300
63153,non-elite university,70028,69028
63154,elite university,64995,63995
63155,non-elite university,47536,46536
63156,non-elite university,65133,64133
63157,elite university,71031,70031
63158,non-elite university,42976,41976
63159,non-elite university,84688,83688
63160,elite university,88509,87509
63161,non-elite university,88891,87891
63162,non-elite university,62976,61976
63163,non-elite university,67015,66015
63164,elite university,57836,56836
63165,non-elite university,41634,40634
63166,non-elite university,38840,37840
63167,elite university,108689,107689
63168,elite university,60513,59513
63169,non-elite university,63843,62843
63170,non-elite university,30433,29433
63171,elite university,45020,44020
63172,non-elite university,74663,73663
63173,elite university,43334,42334
63174,elite university,79956,78956
63175,non-elite university,45384,44384
63176,elite university,125650,124650
63177,non-elite university,71717,70717
63178,non-elite university,72650,71650
63179,elite university,69393,68393
63180,non-elite university,80748,79748
63181,elite university,43371,42371
63182,elite university,44344,43344
63183,elite university,111119,110119
63184,elite university,86292,85292
63185,elite university,59816,58816
63186,elite university,61024,60024
63187,non-elite university,69461,68461
63188,elite university,49787,48787
63189,non-elite university,50892,49892
63190,elite university,43998,42998
63191,non-elite university,71982,70982
63192,non-elite university,61773,60773
63193,elite university,61311,60311
63194,elite university,85160,84160
63195,elite university,86053,85053
63196,non-elite university,54791,53791
63197,non-elite university,40486,39486
63198,non-elite university,112190,111190
63199,elite university,124786,123786
63200,non-elite university,73237,72237
63201,elite university,82676,81676
63202,elite university,103763,102763
63203,non-elite university,45418,44418
63204,non-elite university,58724,57724
63205,elite university,118170,117170
63206,elite university,41447,40447
63207,elite university,53479,52479
63208,elite university,70692,69692
63209,non-elite university,74849,73849
63210,elite university,59183,58183
63211,non-elite university,57171,56171
63212,elite university,80267,79267
63213,non-elite university,54186,53186
63214,elite university,51733,50733
63215,elite university,77145,76145
63216,non-elite university,91042,90042
63217,elite university,69713,68713
63218,elite university,46428,45428
63219,non-elite university,58567,57567
63220,elite university,62621,61621
63221,non-elite university,48123,47123
63222,elite university,86112,85112
63223,non-elite university,122839,121839
63224,elite university,95370,94370
63225,elite university,35453,34453
63226,non-elite university,44857,43857
63227,elite university,94776,93776
63228,non-elite university,34802,33802
63229,elite university,59948,58948
63230,non-elite university,73713,72713
63231,non-elite university,59995,58995
63232,elite university,88927,87927
63233,non-elite university,49124,48124
63234,non-elite university,38874,37874
63235,non-elite university,92618,91618
63236,elite university,40439,39439
63237,elite university,107886,106886
63238,elite university,64925,63925
63239,elite university,63218,62218
63240,non-elite university,60125,59125
63241,non-elite university,34097,33097
63242,elite university,72631,71631
63243,non-elite university,54439,53439
63244,non-elite university,37790,36790
63245,non-elite university,72773,71773
63246,elite university,50974,49974
63247,elite university,101568,100568
63248,elite university,88874,87874
63249,elite university,73736,72736
63250,elite university,52105,51105
63251,elite university,51920,50920
63252,non-elite university,53552,52552
63253,non-elite university,71153,70153
63254,elite university,59310,58310
63255,elite university,37200,36200
63256,elite university,109759,108759
63257,non-elite university,39333,38333
63258,non-elite university,47933,46933
63259,non-elite university,77743,76743
63260,non-elite university,49372,48372
63261,non-elite university,75490,74490
63262,non-elite university,56613,55613
63263,elite university,52972,51972
63264,elite university,73323,72323
63265,non-elite university,140370,139370
63266,elite university,111789,110789
63267,non-elite university,45091,44091
63268,elite university,104243,103243
63269,elite university,88461,87461
63270,elite university,83471,82471
63271,non-elite university,37597,36597
63272,elite university,58557,57557
63273,elite university,57267,56267
63274,elite university,82810,81810
63275,elite university,194245,193245
63276,elite university,91917,90917
63277,non-elite university,62310,61310
63278,non-elite university,58848,57848
63279,non-elite university,63609,62609
63280,non-elite university,47385,46385
63281,non-elite university,98878,97878
63282,elite university,50926,49926
63283,non-elite university,71255,70255
63284,non-elite university,61055,60055
63285,elite university,66356,65356
63286,non-elite university,41510,40510
63287,elite university,86599,85599
63288,non-elite university,68940,67940
63289,non-elite university,58585,57585
63290,elite university,87331,86331
63291,non-elite university,60771,59771
63292,non-elite university,59857,58857
63293,elite university,102211,101211
63294,elite university,54660,53660
63295,non-elite university,98298,97298
63296,elite university,83080,82080
63297,elite university,69968,68968
63298,non-elite university,85847,84847
63299,non-elite university,94717,93717
63300,non-elite university,62305,61305
63301,non-elite university,25124,24124
63302,elite university,54343,53343
63303,non-elite university,55485,54485
63304,elite university,81325,80325
63305,non-elite university,48124,47124
63306,non-elite university,42904,41904
63307,elite university,57799,56799
63308,elite university,63037,62037
63309,elite university,93629,92629
63310,non-elite university,29416,28416
63311,non-elite university,52856,51856
63312,non-elite university,41298,40298
63313,non-elite university,40296,39296
63314,elite university,64393,63393
63315,elite university,71070,70070
63316,non-elite university,61616,60616
63317,non-elite university,74230,73230
63318,elite university,47342,46342
63319,non-elite university,43055,42055
63320,elite university,53315,52315
63321,non-elite university,61167,60167
63322,elite university,44719,43719
63323,elite university,44195,43195
63324,elite university,59855,58855
63325,elite university,38269,37269
63326,elite university,52461,51461
63327,non-elite university,86085,85085
63328,elite university,37980,36980
63329,non-elite university,33409,32409
63330,non-elite university,63056,62056
63331,elite university,48722,47722
63332,non-elite university,68690,67690
63333,non-elite university,73266,72266
63334,elite university,88092,87092
63335,non-elite university,55373,54373
63336,elite university,82991,81991
63337,elite university,65331,64331
63338,elite university,76856,75856
63339,elite university,47882,46882
63340,non-elite university,40306,39306
63341,non-elite university,43108,42108
63342,non-elite university,96535,95535
63343,elite university,88678,87678
63344,non-elite university,46133,45133
63345,elite university,47052,46052
63346,elite university,34070,33070
63347,elite university,53228,52228
63348,non-elite university,31618,30618
63349,non-elite university,51568,50568
63350,non-elite university,44554,43554
63351,elite university,55658,54658
63352,non-elite university,55157,54157
63353,elite university,92719,91719
63354,elite university,52041,51041
63355,non-elite university,90739,89739
63356,elite university,30841,29841
63357,elite university,65574,64574
63358,elite university,94825,93825
63359,non-elite university,79062,78062
63360,elite university,77774,76774
63361,non-elite university,25469,24469
63362,elite university,45477,44477
63363,elite university,80456,79456
63364,elite university,100412,99412
63365,elite university,50753,49753
63366,elite university,41054,40054
63367,elite university,74493,73493
63368,non-elite university,60555,59555
63369,non-elite university,46979,45979
63370,non-elite university,56799,55799
63371,elite university,64940,63940
63372,elite university,129206,128206
63373,non-elite university,66839,65839
63374,non-elite university,69624,68624
63375,non-elite university,51120,50120
63376,elite university,66716,65716
63377,elite university,54479,53479
63378,elite university,25012,24012
63379,non-elite university,41679,40679
63380,non-elite university,42989,41989
63381,elite university,62366,61366
63382,elite university,82286,81286
63383,elite university,53468,52468
63384,elite university,63998,62998
63385,non-elite university,51978,50978
63386,non-elite university,99841,98841
63387,elite university,86158,85158
63388,elite university,36776,35776
63389,elite university,38440,37440
63390,non-elite university,64162,63162
63391,elite university,142923,141923
63392,non-elite university,67891,66891
63393,non-elite university,57949,56949
63394,elite university,38356,37356
63395,elite university,67297,66297
63396,elite university,89745,88745
63397,elite university,53278,52278
63398,non-elite university,77332,76332
63399,non-elite university,56325,55325
63400,non-elite university,48273,47273
63401,non-elite university,33502,32502
63402,elite university,77730,76730
63403,non-elite university,70012,69012
63404,non-elite university,59596,58596
63405,elite university,103590,102590
63406,non-elite university,73022,72022
63407,non-elite university,45693,44693
63408,non-elite university,77160,76160
63409,elite university,76477,75477
63410,non-elite university,134873,133873
63411,elite university,54934,53934
63412,elite university,86612,85612
63413,elite university,96068,95068
63414,elite university,120561,119561
63415,elite university,81470,80470
63416,elite university,87113,86113
63417,non-elite university,47077,46077
63418,elite university,142697,141697
63419,elite university,52855,51855
63420,elite university,93996,92996
63421,elite university,55001,54001
63422,non-elite university,35536,34536
63423,elite university,57516,56516
63424,non-elite university,52442,51442
63425,non-elite university,53547,52547
63426,non-elite university,53237,52237
63427,non-elite university,73160,72160
63428,non-elite university,59344,58344
63429,elite university,49411,48411
63430,elite university,60560,59560
63431,elite university,100116,99116
63432,elite university,70888,69888
63433,elite university,87722,86722
63434,elite university,70594,69594
63435,elite university,88414,87414
63436,elite university,57307,56307
63437,elite university,41258,40258
63438,non-elite university,59615,58615
63439,non-elite university,76499,75499
63440,non-elite university,94835,93835
63441,non-elite university,57633,56633
63442,non-elite university,41166,40166
63443,non-elite university,91605,90605
63444,non-elite university,78853,77853
63445,non-elite university,37894,36894
63446,elite university,79545,78545
63447,elite university,88701,87701
63448,elite university,95852,94852
63449,non-elite university,50018,49018
63450,elite university,71285,70285
63451,elite university,51278,50278
63452,elite university,66866,65866
63453,non-elite university,47161,46161
63454,non-elite university,102731,101731
63455,elite university,118635,117635
63456,elite university,138394,137394
63457,elite university,53561,52561
63458,elite university,75494,74494
63459,non-elite university,56192,55192
63460,non-elite university,64314,63314
63461,elite university,74160,73160
63462,elite university,84874,83874
63463,elite university,38162,37162
63464,non-elite university,51037,50037
63465,non-elite university,39728,38728
63466,elite university,45000,44000
63467,non-elite university,32081,31081
63468,non-elite university,51162,50162
63469,non-elite university,36394,35394
63470,elite university,57398,56398
63471,elite university,28496,27496
63472,elite university,87283,86283
63473,non-elite university,65737,64737
63474,elite university,73217,72217
63475,non-elite university,70597,69597
63476,elite university,87286,86286
63477,non-elite university,45223,44223
63478,elite university,48038,47038
63479,elite university,51289,50289
63480,elite university,73925,72925
63481,elite university,54713,53713
63482,elite university,44151,43151
63483,non-elite university,75348,74348
63484,non-elite university,57122,56122
63485,elite university,48365,47365
63486,elite university,49924,48924
63487,elite university,73985,72985
63488,non-elite university,58071,57071
63489,non-elite university,58797,57797
63490,elite university,79564,78564
63491,non-elite university,74814,73814
63492,elite university,108881,107881
63493,non-elite university,55834,54834
